hex_id,quarter,forecast_target_quarter,observation_count,intensity_lag_1_quarter,intensity_lag_2_quarters_sum,intensity_lag_4_quarters_sum,neighbor_intensity_lag_1_quarter,species_kernel_recent_intensity,predicted_intensity,hotspot_rank,hotspot_flag,habitat_context,forecast_horizon,environment_basis
hex_01050,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06195774299400775,342,0,urban,next_quarter,realized
hex_01051,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.062484257298829386,337,0,urban,next_quarter,realized
hex_01052,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.2639445094853587,0.0920229113697218,100,1,urban,next_quarter,realized
hex_01053,2026-01-01,2026-03-01,0,1.0,1.0,1.0,0.0,0.3401387262866056,0.0887336094966326,115,1,urban,next_quarter,realized
hex_01054,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.13197225474267904,0.10519677197288962,60,1,urban,next_quarter,realized
hex_01055,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.13197225474267904,0.09689475734866677,78,1,urban,next_quarter,realized
hex_01056,2026-01-01,2026-03-01,0,1.0,1.0,1.0,0.0,0.20816647154392637,0.08642012438149689,128,1,urban,next_quarter,realized
hex_01057,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.5,0.39591676422803723,0.14974963249914922,11,1,urban,next_quarter,realized
hex_01058,2026-01-01,2026-03-01,1,0.0,1.0,1.0,0.0,0.3401387262866057,0.14641860208804608,13,1,urban,next_quarter,realized
hex_01059,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.2639445094853582,0.10965191577564526,48,1,urban,next_quarter,realized
hex_01060,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.2639445094853585,0.0927809654566657,94,1,urban,next_quarter,realized
hex_01061,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.13197225474267935,0.052126034162728034,493,0,urban,next_quarter,realized
hex_01062,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.031872452156955576,876,0,urban,next_quarter,realized
hex_01063,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.03562860900718098,802,0,urban,next_quarter,realized
hex_01064,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.025154721517743513,1005,0,urban,next_quarter,realized
hex_01065,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.02063274479397222,1096,0,urban,next_quarter,realized
hex_01066,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.022160454266883983,1067,0,urban,next_quarter,realized
hex_01067,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.1319722547426788,0.07186518973128439,232,0,urban,next_quarter,realized
hex_01068,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.13197225474267893,0.08085193937483426,157,0,urban,next_quarter,realized
hex_01069,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06677121694942727,288,0,urban,next_quarter,realized
hex_01070,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.05660326530249398,429,0,urban,next_quarter,realized
hex_01071,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.131972254742679,0.07124315388123702,241,0,urban,next_quarter,realized
hex_01072,2026-01-01,2026-03-01,1,0.0,1.0,2.0,0.0,0.34013872628660546,0.1949270257599458,2,1,urban,next_quarter,realized
hex_01073,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.5,0.2639445094853582,0.1041482019955087,61,1,urban,next_quarter,realized
hex_01074,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.05546149607835248,445,0,urban,next_quarter,realized
hex_01075,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.26394450948535797,0.10300830483331509,63,1,urban,next_quarter,realized
hex_01076,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.5,0.5278890189707153,0.16258117661041752,5,1,urban,next_quarter,realized
hex_01077,2026-01-01,2026-03-01,0,1.0,1.0,1.0,0.0,0.47211098102928406,0.126117907466198,24,1,urban,next_quarter,realized
hex_01078,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.39591676422803723,0.11334686111583893,38,1,urban,next_quarter,realized
hex_01079,2026-01-01,2026-03-01,1,0.0,0.0,0.0,0.0,0.34013872628660535,0.09289370770123113,92,1,urban,next_quarter,realized
hex_01080,2026-01-01,2026-03-01,1,0.0,0.0,0.0,0.0,0.34013872628660535,0.1254670994470195,26,1,urban,next_quarter,realized
hex_01081,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.131972254742679,0.042208979222642155,658,0,urban,next_quarter,realized
hex_01082,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.02754083866946974,956,0,urban,next_quarter,realized
hex_01083,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.026210374721799854,985,0,urban,next_quarter,realized
hex_01084,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.01584947434988468,1192,0,urban,next_quarter,realized
hex_01085,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.179296610708529,0.030697673809757277,900,0,urban,next_quarter,realized
hex_01086,2026-01-01,2026-03-01,1,0.0,0.0,0.0,0.0,0.18854237144392344,0.07763196493855588,188,0,urban,next_quarter,realized
hex_01087,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568555,0.07304259585430477,222,0,urban,next_quarter,realized
hex_01088,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.07341160256698558,218,0,urban,next_quarter,realized
hex_01089,2026-01-01,2026-03-01,0,0.0,1.0,1.0,0.0,0.09427118572196201,0.09286157782669557,93,1,urban,next_quarter,realized
hex_01090,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568555,0.07311730184775353,221,0,urban,next_quarter,realized
hex_01091,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568555,0.0839209118256808,139,1,urban,next_quarter,realized
hex_01092,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.04501119777875188,605,0,urban,next_quarter,realized
hex_01093,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568595,0.06764601708636307,270,0,urban,next_quarter,realized
hex_01094,2026-01-01,2026-03-01,1,0.0,0.0,1.0,0.0,0.4023446309715714,0.15542204711272753,9,1,urban,next_quarter,realized
hex_01095,2026-01-01,2026-03-01,1,0.0,0.0,0.0,0.5,0.42760451905529484,0.14289096495400247,15,1,urban,next_quarter,realized
hex_01096,2026-01-01,2026-03-01,0,0.0,1.0,1.0,0.0,0.23906214761137154,0.13368674935540886,20,1,urban,next_quarter,realized
hex_01097,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.21380225952764736,0.09373716226072147,89,1,urban,next_quarter,realized
hex_01098,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.239062147611371,0.11832362852909988,34,1,urban,next_quarter,realized
hex_01099,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.11953107380568559,0.09100573832165058,110,1,urban,next_quarter,realized
hex_01100,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.04453424801583147,614,0,urban,next_quarter,realized
hex_01101,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.03810619131466758,740,0,urban,next_quarter,realized
hex_01102,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.024105536430520467,1025,0,urban,next_quarter,realized
hex_01103,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.17929661070852854,0.04663836659906542,586,0,mixed,next_quarter,realized
hex_01104,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.13197225474267882,0.08340026443304122,140,1,urban,next_quarter,realized
hex_01105,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.0,0.0870517464454211,124,1,urban,next_quarter,realized
hex_01106,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568603,0.07650083445480936,200,0,urban,next_quarter,realized
hex_01107,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.5,0.11953107380568606,0.07920794044340472,176,0,urban,next_quarter,realized
hex_01108,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06119677892427074,353,0,urban,next_quarter,realized
hex_01109,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.04638730910547267,588,0,urban,next_quarter,realized
hex_01110,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.0362742898156508,784,0,urban,next_quarter,realized
hex_01111,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.2390621476113718,0.07141092563601609,238,0,urban,next_quarter,realized
hex_01112,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.3585932214170572,0.08202522060581689,148,1,urban,next_quarter,realized
hex_01113,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.21380225952764742,0.07650412472267003,199,0,urban,next_quarter,realized
hex_01114,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568606,0.07449789625414013,214,0,urban,next_quarter,realized
hex_01115,2026-01-01,2026-03-01,0,0.0,1.0,2.0,0.0,0.1195310738056859,0.12395912302272585,28,1,urban,next_quarter,realized
hex_01116,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.048807569574011535,553,0,urban,next_quarter,realized
